"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 18, 2021","1,469.83","1,475.85","1,482.87","1,469.83","1.09M","-0.41%"
"Nov 17, 2021","1,475.85","1,466.45","1,477.04","1,464.78","860.80K","0.64%"
"Nov 16, 2021","1,466.45","1,476.57","1,476.97","1,459.08","1.22M","-0.69%"
"Nov 15, 2021","1,476.57","1,473.37","1,481.96","1,466.01","1.17M","0.22%"
"Nov 12, 2021","1,473.37","1,462.35","1,474.98","1,453.22","955.63K","0.75%"
"Nov 11, 2021","1,462.35","1,465.02","1,472.89","1,449.18","1.27M","-0.18%"
"Nov 10, 2021","1,465.02","1,461.50","1,470.19","1,457.98","985.54K","0.24%"
"Nov 09, 2021","1,461.50","1,467.57","1,474.20","1,457.57","1.03M","-0.41%"
"Nov 08, 2021","1,467.57","1,456.51","1,470.49","1,456.51","1.08M","0.76%"
"Nov 05, 2021","1,456.51","1,448.34","1,459.93","1,444.51","874.07K","0.56%"
"Nov 04, 2021","1,448.34","1,444.30","1,451.98","1,435.84","929.53K","0.28%"
"Nov 03, 2021","1,444.30","1,452.46","1,463.63","1,440.67","1.51M","-0.56%"
"Nov 02, 2021","1,452.46","1,438.97","1,452.46","1,438.83","1.01M","0.94%"
"Nov 01, 2021","1,438.97","1,444.27","1,451.81","1,435.57","1.13M","-0.37%"
"Oct 29, 2021","1,444.27","1,438.01","1,447.62","1,432.19","982.01K","0.44%"
"Oct 28, 2021","1,438.01","1,423.02","1,440.64","1,420.42","865.43K","1.05%"
"Oct 27, 2021","1,423.02","1,391.63","1,423.02","1,391.63","936.22K","2.26%"
"Oct 26, 2021","1,391.63","1,385.40","1,393.03","1,377.56","747.95K","0.45%"
"Oct 25, 2021","1,385.40","1,389.24","1,395.72","1,385.40","899.26K","-0.28%"
"Oct 22, 2021","1,389.24","1,384.77","1,393.70","1,384.77","798.13K","0.32%"
"Oct 21, 2021","1,384.77","1,393.80","1,398.45","1,384.77","709.07K","-0.65%"
"Oct 20, 2021","1,393.80","1,395.33","1,401.76","1,376.15","845.89K","-0.11%"
"Oct 19, 2021","1,395.33","1,395.53","1,399.66","1,388.95","639.44K","-0.01%"
"Oct 18, 2021","1,395.53","1,392.70","1,402.63","1,390.88","795.92K","0.20%"
"Oct 15, 2021","1,392.70","1,391.85","1,399.03","1,388.00","784.56K","0.06%"
"Oct 14, 2021","1,391.85","1,391.91","1,398.67","1,388.89","725.51K","-0.00%"
"Oct 13, 2021","1,391.91","1,394.80","1,400.67","1,389.61","645.35K","-0.21%"
"Oct 12, 2021","1,394.80","1,394.09","1,400.78","1,389.43","742.81K","0.05%"
"Oct 11, 2021","1,394.09","1,372.73","1,394.64","1,372.73","764.35K","1.56%"
"Oct 08, 2021","1,372.73","1,365.99","1,373.18","1,365.93","632.86K","0.49%"
"Oct 07, 2021","1,365.99","1,362.82","1,367.64","1,360.57","693.03K","0.23%"
"Oct 06, 2021","1,362.82","1,354.63","1,362.82","1,354.63","637.00K","0.60%"
"Oct 05, 2021","1,354.63","1,339.54","1,354.63","1,339.54","636.27K","1.13%"
"Oct 04, 2021","1,339.54","1,334.89","1,347.49","1,333.53","736.08K","0.35%"
"Oct 01, 2021","1,334.89","1,342.06","1,344.06","1,332.97","738.17K","-0.53%"
"Sep 30, 2021","1,342.06","1,339.21","1,348.89","1,339.21","476.91K","0.21%"
"Sep 29, 2021","1,339.21","1,339.31","1,340.90","1,328.17","598.50K","-0.01%"
"Sep 28, 2021","1,339.31","1,324.99","1,341.81","1,316.41","623.51K","1.08%"
"Sep 27, 2021","1,324.99","1,351.17","1,354.38","1,324.99","778.44K","-1.94%"
"Sep 24, 2021","1,351.17","1,352.76","1,356.97","1,348.07","673.10K","-0.12%"
"Sep 23, 2021","1,352.76","1,350.68","1,361.09","1,350.43","997.61K","0.15%"
"Sep 22, 2021","1,350.68","1,339.84","1,350.71","1,336.63","779.65K","0.81%"
"Sep 21, 2021","1,339.84","1,350.48","1,350.48","1,324.82","859.68K","-0.79%"
"Sep 20, 2021","1,350.48","1,352.64","1,365.92","1,349.18","895.46K","-0.16%"
"Sep 17, 2021","1,352.64","1,345.87","1,356.45","1,345.87","852.78K","0.50%"
"Sep 16, 2021","1,345.87","1,345.83","1,353.12","1,341.23","599.77K","0.00%"
"Sep 15, 2021","1,345.83","1,339.70","1,347.70","1,334.97","692.09K","0.46%"
"Sep 14, 2021","1,339.70","1,341.43","1,349.13","1,336.84","730.45K","-0.13%"
"Sep 13, 2021","1,341.43","1,345.31","1,350.69","1,340.50","775.47K","-0.29%"
"Sep 10, 2021","1,345.31","1,343.98","1,350.43","1,343.98","598.73K","0.10%"
"Sep 09, 2021","1,343.98","1,333.61","1,345.59","1,332.67","642.57K","0.78%"
"Sep 08, 2021","1,333.61","1,341.90","1,344.49","1,328.35","626.08K","-0.62%"
"Sep 07, 2021","1,341.90","1,346.39","1,353.66","1,340.32","869.38K","-0.33%"
"Sep 06, 2021","1,346.39","1,334.65","1,348.36","1,334.65","944.41K","0.88%"
"Sep 01, 2021","1,334.65","1,331.47","1,338.02","1,328.13","719.96K","0.24%"
"Aug 31, 2021","1,331.47","1,328.14","1,336.14","1,325.69","733.83K","0.25%"
"Aug 30, 2021","1,328.14","1,313.20","1,329.62","1,313.20","676.54K","1.14%"
"Aug 27, 2021","1,313.20","1,301.12","1,313.20","1,285.16","685.06K","0.93%"
"Aug 26, 2021","1,301.12","1,309.55","1,316.26","1,295.77","524.29K","-0.64%"
"Aug 25, 2021","1,309.55","1,298.74","1,310.16","1,291.70","522.87K","0.83%"
