"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 16, 2022","32,650.0","32,950.0","33,050.0","32,250.0","9.31M","-0.15%"
"Feb 15, 2022","32,700.0","32,150.0","32,900.0","31,950.0","20.74M","2.19%"
"Feb 14, 2022","32,000.0","33,500.0","33,800.0","32,000.0","27.32M","-5.74%"
"Feb 11, 2022","33,950.0","33,750.0","34,150.0","33,700.0","14.16M","0.59%"
"Feb 10, 2022","33,750.0","33,200.0","34,200.0","33,050.0","23.69M","1.35%"
"Feb 09, 2022","33,300.0","33,800.0","34,150.0","33,300.0","21.09M","-1.48%"
"Feb 08, 2022","33,800.0","33,600.0","34,150.0","33,300.0","18.66M","0.00%"
"Feb 07, 2022","33,800.0","34,300.0","34,500.0","33,550.0","16.80M","0.30%"
"Jan 28, 2022","33,700.0","33,300.0","34,200.0","33,200.0","24.03M","2.12%"
"Jan 27, 2022","33,000.0","33,000.0","33,350.0","32,550.0","17.66M","-0.90%"
"Jan 26, 2022","33,300.0","32,950.0","33,900.0","32,800.0","27.72M","2.15%"
"Jan 25, 2022","32,600.0","32,000.0","32,700.0","31,900.0","19.84M","1.56%"
"Jan 24, 2022","32,100.0","31,850.0","33,000.0","31,650.0","32.13M","0.94%"
"Jan 21, 2022","31,800.0","30,200.0","32,300.0","30,100.0","50.94M","5.30%"
"Jan 20, 2022","30,200.0","29,700.0","30,500.0","29,250.0","15.63M","2.03%"
"Jan 19, 2022","29,600.0","30,200.0","30,800.0","29,600.0","12.39M","-1.00%"
"Jan 18, 2022","29,900.0","29,700.0","30,350.0","29,500.0","14.34M","1.36%"
"Jan 17, 2022","29,500.0","29,700.0","30,750.0","29,500.0","29.43M","-0.51%"
"Jan 14, 2022","29,650.0","29,500.0","30,150.0","29,250.0","9.47M","-0.17%"
"Jan 13, 2022","29,700.0","29,700.0","30,850.0","29,550.0","34.75M","1.71%"
"Jan 12, 2022","29,200.0","28,200.0","29,200.0","28,050.0","15.29M","4.66%"
"Jan 11, 2022","27,900.0","28,250.0","28,500.0","27,900.0","6.84M","-0.71%"
"Jan 10, 2022","28,100.0","28,550.0","28,750.0","28,100.0","8.93M","-1.75%"
"Jan 07, 2022","28,600.0","28,350.0","28,850.0","28,300.0","9.53M","0.88%"
"Jan 06, 2022","28,350.0","28,500.0","28,600.0","28,150.0","10.90M","-1.22%"
"Jan 05, 2022","28,700.0","29,100.0","29,150.0","28,650.0","9.11M","-1.37%"
"Jan 04, 2022","29,100.0","29,200.0","29,400.0","29,050.0","9.07M","0.69%"
"Dec 31, 2021","28,900.0","28,700.0","29,350.0","28,500.0","12.99M","1.58%"
"Dec 30, 2021","28,450.0","28,600.0","28,750.0","28,300.0","4.95M","0.53%"
"Dec 29, 2021","28,300.0","28,450.0","28,850.0","28,250.0","9.23M","0.00%"
"Dec 28, 2021","28,300.0","28,350.0","28,400.0","28,050.0","6.29M","0.53%"
"Dec 27, 2021","28,150.0","28,300.0","28,400.0","27,900.0","3.87M","0.00%"
"Dec 24, 2021","28,150.0","27,250.0","28,150.0","27,250.0","6.81M","3.11%"
"Dec 23, 2021","27,300.0","27,800.0","27,850.0","27,100.0","10.14M","-1.27%"
"Dec 22, 2021","27,650.0","27,950.0","28,050.0","27,550.0","8.66M","-1.07%"
"Dec 21, 2021","27,950.0","28,100.0","28,200.0","27,850.0","6.37M","0.18%"
"Dec 20, 2021","27,900.0","28,200.0","28,250.0","27,900.0","7.45M","-1.06%"
"Dec 17, 2021","28,200.0","28,300.0","28,400.0","28,100.0","7.07M","-0.18%"
"Dec 16, 2021","28,250.0","28,800.0","28,800.0","28,200.0","5.66M","-0.88%"
"Dec 15, 2021","28,500.0","28,250.0","28,650.0","28,200.0","6.41M","0.88%"
"Dec 14, 2021","28,250.0","28,350.0","28,600.0","28,200.0","6.13M","-0.53%"
"Dec 13, 2021","28,400.0","28,350.0","28,500.0","28,300.0","8.86M","0.18%"
"Dec 10, 2021","28,350.0","28,650.0","28,700.0","28,250.0","6.33M","-0.70%"
"Dec 09, 2021","28,550.0","28,100.0","28,600.0","28,100.0","4.59M","0.53%"
"Dec 08, 2021","28,400.0","28,200.0","28,700.0","28,050.0","7.36M","0.89%"
"Dec 07, 2021","28,150.0","27,700.0","28,200.0","27,650.0","7.76M","2.36%"
"Dec 06, 2021","27,500.0","28,300.0","28,550.0","27,000.0","16.34M","-2.83%"
"Dec 03, 2021","28,300.0","29,300.0","29,400.0","28,300.0","12.44M","-2.75%"
"Dec 02, 2021","29,100.0","29,650.0","29,700.0","29,100.0","7.31M","-1.36%"
"Dec 01, 2021","29,500.0","29,000.0","29,500.0","28,800.0","10.55M","1.72%"
"Nov 30, 2021","29,000.0","30,150.0","30,200.0","28,900.0","20.62M","-2.68%"
"Nov 29, 2021","29,800.0","29,700.0","29,950.0","29,400.0","17.09M","-1.65%"
"Nov 26, 2021","30,300.0","31,100.0","31,150.0","30,150.0","16.77M","-1.94%"
"Nov 25, 2021","30,900.0","31,300.0","31,450.0","30,750.0","20.69M","0.00%"
"Nov 24, 2021","30,900.0","28,900.0","30,900.0","28,750.0","43.00M","6.92%"
"Nov 23, 2021","28,900.0","29,350.0","29,400.0","28,850.0","9.85M","-1.03%"
"Nov 22, 2021","29,200.0","28,450.0","29,500.0","28,400.0","23.45M","3.18%"
"Nov 19, 2021","28,300.0","28,200.0","28,950.0","28,000.0","18.27M","0.00%"
"Nov 18, 2021","28,300.0","28,700.0","28,700.0","28,300.0","9.34M","-1.39%"
"Nov 17, 2021","28,700.0","28,650.0","28,700.0","28,400.0","6.93M","0.17%"
"Nov 16, 2021","28,650.0","28,800.0","28,950.0","28,500.0","13.89M","0.17%"
"Nov 15, 2021","28,600.0","28,700.0","29,000.0","28,450.0","12.61M","0.18%"
"Nov 12, 2021","28,550.0","28,000.0","28,550.0","28,000.0","9.48M","1.60%"
"Nov 11, 2021","28,100.0","28,600.0","28,600.0","28,000.0","12.86M","-1.75%"
"Nov 10, 2021","28,600.0","28,800.0","28,800.0","28,550.0","10.60M","0.00%"
"Nov 09, 2021","28,600.0","28,600.0","28,950.0","28,500.0","12.36M","0.35%"
"Nov 08, 2021","28,500.0","28,650.0","28,800.0","28,400.0","13.61M","-0.52%"
"Nov 05, 2021","28,650.0","28,950.0","28,950.0","28,600.0","8.07M","-0.87%"
"Nov 04, 2021","28,900.0","29,250.0","29,350.0","28,850.0","10.79M","-0.86%"
"Nov 03, 2021","29,150.0","28,400.0","29,500.0","28,400.0","27.45M","2.64%"
"Nov 02, 2021","28,400.0","28,300.0","28,500.0","28,250.0","8.60M","0.00%"
"Nov 01, 2021","28,400.0","28,600.0","28,700.0","28,300.0","10.65M","-0.35%"
"Oct 29, 2021","28,500.0","28,500.0","28,600.0","28,200.0","10.69M","0.00%"
"Oct 28, 2021","28,500.0","28,650.0","28,650.0","28,350.0","8.78M","0.35%"
"Oct 27, 2021","28,400.0","28,000.0","28,400.0","27,950.0","10.27M","1.61%"
"Oct 26, 2021","27,950.0","27,700.0","27,950.0","27,600.0","6.84M","1.27%"
"Oct 25, 2021","27,600.0","27,950.0","28,000.0","27,600.0","8.96M","-1.08%"
"Oct 22, 2021","27,900.0","28,150.0","28,150.0","27,850.0","7.58M","0.00%"
"Oct 21, 2021","27,900.0","28,500.0","28,500.0","27,900.0","10.20M","-1.06%"
"Oct 20, 2021","28,200.0","28,500.0","28,500.0","27,800.0","8.94M","0.00%"
"Oct 19, 2021","28,200.0","28,500.0","28,500.0","28,100.0","7.69M","-0.70%"
"Oct 18, 2021","28,400.0","28,750.0","28,750.0","28,350.0","8.33M","0.00%"
"Oct 15, 2021","28,400.0","28,750.0","28,750.0","28,350.0","8.19M","-0.35%"
"Oct 14, 2021","28,500.0","28,750.0","28,800.0","28,500.0","10.69M","-0.35%"
"Oct 13, 2021","28,600.0","29,100.0","29,100.0","28,600.0","9.78M","-0.52%"
"Oct 12, 2021","28,750.0","29,150.0","29,150.0","28,550.0","14.88M","-0.17%"
"Oct 11, 2021","28,800.0","27,800.0","28,800.0","27,750.0","25.21M","3.97%"
"Oct 08, 2021","27,700.0","27,650.0","27,800.0","27,550.0","8.06M","0.18%"
"Oct 07, 2021","27,650.0","27,900.0","27,900.0","27,550.0","6.44M","0.55%"
"Oct 06, 2021","27,500.0","27,500.0","27,550.0","27,150.0","10.04M","0.36%"
"Oct 05, 2021","27,400.0","27,050.0","27,400.0","27,050.0","9.46M","1.11%"
"Oct 04, 2021","27,100.0","27,450.0","27,500.0","26,900.0","12.21M","-1.28%"
"Oct 01, 2021","27,450.0","27,900.0","27,950.0","27,250.0","13.54M","-1.44%"
"Sep 30, 2021","27,850.0","27,800.0","28,150.0","27,750.0","6.64M","0.18%"
"Sep 29, 2021","27,800.0","28,000.0","28,200.0","27,750.0","11.11M","-0.71%"
"Sep 28, 2021","28,000.0","28,000.0","28,100.0","27,800.0","7.39M","0.00%"
"Sep 27, 2021","28,000.0","28,900.0","29,000.0","28,000.0","9.32M","-2.44%"
"Sep 24, 2021","28,700.0","28,000.0","28,850.0","27,900.0","29.13M","2.87%"
"Sep 23, 2021","27,900.0","28,000.0","28,200.0","27,800.0","11.79M","-0.36%"
"Sep 22, 2021","28,000.0","28,000.0","28,150.0","27,700.0","9.30M","0.00%"
"Sep 21, 2021","28,000.0","27,900.0","28,100.0","27,650.0","9.45M","-0.88%"
"Sep 20, 2021","28,250.0","28,150.0","28,500.0","28,100.0","16.66M","1.44%"
"Sep 17, 2021","27,850.0","28,000.0","28,000.0","27,650.0","9.72M","0.18%"
"Sep 16, 2021","27,800.0","27,500.0","27,800.0","27,500.0","9.77M","1.28%"
"Sep 15, 2021","27,450.0","27,500.0","27,600.0","27,200.0","11.95M","-0.54%"
"Sep 14, 2021","27,600.0","27,700.0","28,000.0","27,600.0","9.57M","-1.08%"
"Sep 13, 2021","27,900.0","27,950.0","28,300.0","27,750.0","13.80M","-1.06%"
"Sep 10, 2021","28,200.0","28,400.0","28,400.0","28,200.0","8.48M","-0.70%"
"Sep 09, 2021","28,400.0","28,200.0","28,500.0","28,000.0","10.50M","0.35%"
"Sep 08, 2021","28,300.0","28,800.0","28,800.0","28,200.0","9.35M","-1.05%"
"Sep 07, 2021","28,600.0","28,500.0","28,850.0","28,350.0","20.39M","1.06%"
"Sep 06, 2021","28,300.0","27,950.0","28,350.0","27,700.0","17.33M","1.43%"
"Sep 01, 2021","27,900.0","27,900.0","28,200.0","27,700.0","12.75M","0.00%"
"Aug 31, 2021","27,900.0","28,600.0","28,700.0","27,900.0","10.36M","-1.76%"
"Aug 30, 2021","28,400.0","28,100.0","28,900.0","28,000.0","15.84M","1.43%"
"Aug 27, 2021","28,000.0","27,750.0","28,050.0","27,250.0","18.60M","-0.36%"
"Aug 26, 2021","28,100.0","28,600.0","28,650.0","28,000.0","12.76M","-1.75%"
"Aug 25, 2021","28,600.0","28,200.0","28,600.0","27,850.0","18.34M","0.18%"
"Aug 24, 2021","28,550.0","28,600.0","28,750.0","28,100.0","13.98M","-0.17%"
"Aug 23, 2021","28,600.0","29,500.0","29,750.0","28,550.0","22.00M","-4.35%"
"Aug 20, 2021","29,900.0","31,000.0","31,000.0","29,450.0","31.89M","-3.86%"
"Aug 19, 2021","31,100.0","30,800.0","31,100.0","30,300.0","21.08M","0.00%"
"Aug 18, 2021","31,100.0","31,000.0","31,350.0","31,000.0","12.46M","-0.32%"
"Aug 17, 2021","31,200.0","31,450.0","31,800.0","31,000.0","18.48M","0.65%"
"Aug 16, 2021","31,000.0","29,600.0","31,200.0","29,500.0","31.96M","4.73%"
"Aug 13, 2021","29,600.0","29,500.0","29,700.0","29,100.0","11.26M","0.34%"
"Aug 12, 2021","29,500.0","29,800.0","30,000.0","29,500.0","9.74M","-0.67%"
"Aug 11, 2021","29,700.0","29,700.0","30,200.0","29,500.0","19.53M","0.17%"
"Aug 10, 2021","29,650.0","30,050.0","30,200.0","29,500.0","13.80M","-0.84%"
"Aug 09, 2021","29,900.0","29,300.0","29,900.0","29,100.0","12.85M","0.84%"
"Aug 06, 2021","29,650.0","30,000.0","30,100.0","29,600.0","13.68M","-1.17%"
"Aug 05, 2021","30,000.0","29,600.0","30,000.0","29,400.0","16.67M","1.01%"
"Aug 04, 2021","29,700.0","29,500.0","29,850.0","29,450.0","17.41M","1.37%"
"Aug 03, 2021","29,300.0","28,900.0","29,400.0","28,800.0","19.32M","1.74%"
"Aug 02, 2021","28,800.0","28,900.0","29,100.0","28,600.0","12.64M","-0.35%"
"Jul 30, 2021","28,900.0","28,500.0","29,200.0","28,400.0","18.97M","1.76%"
"Jul 29, 2021","28,400.0","27,900.0","28,400.0","27,800.0","15.12M","2.90%"
"Jul 28, 2021","27,600.0","27,450.0","27,850.0","27,350.0","6.16M","0.73%"
"Jul 27, 2021","27,400.0","27,400.0","27,750.0","27,300.0","11.60M","0.74%"
"Jul 26, 2021","27,200.0","27,300.0","27,650.0","26,800.0","16.00M","-1.98%"
"Jul 23, 2021","27,750.0","28,100.0","28,400.0","27,750.0","11.85M","-2.12%"
"Jul 22, 2021","28,350.0","28,000.0","28,500.0","27,500.0","10.20M","1.25%"
"Jul 21, 2021","28,000.0","28,100.0","28,600.0","27,900.0","12.25M","0.36%"
"Jul 20, 2021","27,900.0","27,700.0","27,900.0","26,500.0","15.53M","2.76%"
"Jul 19, 2021","27,150.0","28,000.0","28,700.0","27,100.0","22.15M","-6.70%"
"Jul 16, 2021","29,100.0","29,500.0","29,600.0","28,950.0","11.30M","-0.68%"
"Jul 15, 2021","29,300.0","28,600.0","29,450.0","28,500.0","16.14M","1.56%"
"Jul 14, 2021","28,850.0","29,800.0","29,850.0","28,300.0","19.97M","-3.19%"
"Jul 13, 2021","29,800.0","30,100.0","30,600.0","29,300.0","12.56M","0.00%"
"Jul 12, 2021","29,800.0","31,600.0","31,800.0","28,900.0","34.53M","-28.79%"
"Jul 09, 2021","41,850.0","41,650.0","42,600.0","41,200.0","38.07M","-0.59%"
"Jul 08, 2021","42,100.0","42,100.0","42,700.0","41,600.0","20.53M","0.00%"
"Jul 07, 2021","42,100.0","41,000.0","42,100.0","39,500.0","31.64M","4.99%"
"Jul 06, 2021","40,100.0","43,300.0","43,450.0","40,100.0","22.45M","-6.96%"
"Jul 05, 2021","43,100.0","43,500.0","43,550.0","42,250.0","26.34M","-0.81%"
"Jul 02, 2021","43,450.0","43,800.0","43,800.0","43,350.0","17.76M","0.00%"
"Jul 01, 2021","43,450.0","43,400.0","43,700.0","42,750.0","24.50M","0.23%"
"Jun 30, 2021","43,350.0","43,500.0","44,450.0","43,350.0","26.00M","-0.23%"
"Jun 29, 2021","43,450.0","43,200.0","43,800.0","42,500.0","18.30M","0.81%"
"Jun 28, 2021","43,100.0","42,600.0","43,300.0","42,500.0","18.61M","2.38%"
"Jun 25, 2021","42,100.0","42,000.0","42,200.0","41,300.0","18.75M","0.24%"
"Jun 24, 2021","42,000.0","42,450.0","42,750.0","41,700.0","22.47M","0.24%"
