"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 08, 2021","85,935","86,090","87,484","84,387","1.77M","-2.12%"
"Jul 07, 2021","87,793","86,709","87,793","82,064","3.42M","1.25%"
"Jul 06, 2021","86,709","87,096","89,032","86,709","2.13M","-1.41%"
"Jul 05, 2021","87,948","88,180","88,180","85,858","2.61M","-1.13%"
"Jul 02, 2021","88,954","90,116","90,271","88,258","2.20M","-1.29%"
"Jul 01, 2021","90,116","90,348","90,425","89,032","2.34M","0.00%"
"Jun 30, 2021","90,116","88,258","90,735","88,258","3.53M","2.11%"
"Jun 29, 2021","88,258","86,709","88,258","86,322","2.36M","1.24%"
"Jun 28, 2021","87,174","87,174","87,484","86,013","1.95M","0.00%"
"Jun 25, 2021","87,174","85,703","87,329","84,309","2.15M","1.72%"
"Jun 24, 2021","85,703","85,161","85,780","83,458","1.46M","0.91%"
"Jun 23, 2021","84,929","83,613","85,935","82,838","2.87M","1.95%"
"Jun 22, 2021","83,303","82,916","84,000","82,451","1.89M","0.94%"
"Jun 21, 2021","82,529","83,613","83,767","82,064","2.69M","-1.75%"
"Jun 18, 2021","84,000","80,903","84,387","80,748","4.13M","4.13%"
"Jun 17, 2021","80,671","80,516","81,290","78,967","1.99M","0.19%"
"Jun 16, 2021","80,516","79,355","82,064","79,355","3.70M","1.17%"
"Jun 15, 2021","79,587","79,045","79,742","78,193","1.81M","0.79%"
"Jun 14, 2021","78,967","79,045","80,051","78,425","1.86M","-0.78%"
"Jun 11, 2021","79,587","78,271","80,129","77,806","2.61M","0.98%"
"Jun 10, 2021","78,813","78,967","79,664","77,419","2.89M","-0.20%"
"Jun 09, 2021","78,967","77,419","78,967","76,800","3.05M","2.00%"
"Jun 08, 2021","77,419","79,742","80,516","77,419","3.00M","-2.91%"
"Jun 07, 2021","79,742","80,748","81,213","78,348","3.79M","-1.81%"
"Jun 04, 2021","81,213","82,451","82,451","80,593","3.07M","-1.69%"
"Jun 03, 2021","82,606","82,142","83,613","82,064","3.58M","0.66%"
